application_id,programme_id,Programme,Application Status,Merit Score,nts_ok_flag,every_thing_ok_in_education,Domicile,OPEN List Status,BWP List Status,Gender,DOB,Religion,Blood Group,Nationality,Hafiz e Quran,NCC,Province,g_monthly_income,g_profession,g_city,g_relation,financial_help,hostel,quota_fata,quota_baluchistan,quota_ajk,quota_gilgit,quota_op,quota_army,quota_iub_tchr_emp,quota_industrial,quota_pharmaceutical,special_person,dept_test_marks,particular_test_name,Admission Test,particular_test_roll_no,particular_test_total,particular_test_name2,Admission Test 2,particular_test_roll_no2,particular_test_total2,ap_fee_challan_nr,dept_test_marks,application_date,uploaded_challan,challan_upload_date,ssc_year,ssc_roll_no,ssc_obtained,ssc_total,ssc_exam,ssc_exam_type,ssc_board,ssc_subject_group,hsc_year,hsc_roll_no,Terminal Degree,hsc_total,hsc_exam,hsc_exam_type,hsc_board,hsc_subject_group,hsc_opt_1_name,hsc_opt_1_obtained,hsc_opt_1_total,hsc_opt_2_name,hsc_opt_2_obtained,hsc_opt_2_total,hsc_opt_3_name,hsc_opt_3_obtained,hsc_opt_3_total,hsc_opt_4_name,hsc_opt_4_obtained,hsc_opt_4_total,hsc_opt_5_name,hsc_opt_5_obtained,hsc_opt_5_total,hsc_opt_6_name,hsc_opt_6_obtained,hsc_opt_6_total,grad_year,grad_roll_no,Terminal Degree 2,grad_obtained,grad_exam,grad_exam_type,grad_institute,grad_eng_obtained,grad_eng_total,grad_opt_1_name,grad_opt_1_obtained,grad_opt_1_total,grad_opt_2_name,grad_opt_2_obtained,grad_opt_2_total,grad_opt_3_name,grad_opt_3_obtained,grad_opt_3_total,grad_opt_4_name,grad_opt_4_obtained,grad_opt_4_total,grad_opt_5_name,grad_opt_5_obtained,grad_opt_5_total,Document Verified,English Marks,Offered
1461952,146,Pharm-D,Application Fee Received,76.836,1,1,OPEN,NA,NA,female,7/21/2001,Islam,,PAKISTAN,No,0,Punjab,15000,WORKER,JATOI,FATHER,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,50,120259,100,,0,,0,1952146,0,1/12/2018,,,2015,125086,917,1100,Matric/SSC,Annual,BISEDGKHAN,Science,2017,403813,924,1100,FSc,Annual,BISEDGKHAN,Pre-Medical,,177,200,,172,200,,171,200,,150,200,,45,50,,46,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461367,146,Pharm-D,Application Fee Received,85.309,1,1,OPEN,NA,NA,female,1/15/1998,Islam,B+,pakistani,No,0,Punjab,15000,agriculture,jatoi,father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,84,120319,100,MCAT,84,303136,1100,1367146,0,12/22/2017,,,2014,209187,975,1100,Matric/SSC,Annual,d.g khan,Science,2017,471487,991,1100,FSc,Annual,D.G Khan,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462404,146,Pharm-D,Challan Printed,71.236,1,1,OPEN,NA,NA,male,10/15/2000,Islam,A+,Pakistani,No,0,Punjab,15000,farmer,Shaher sultan,Brother,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,42,H1715-120459,100,,0,,0,2404146,0,1/20/2018,,1/22/2018 7:02,2015,143070,870,1100,Matric/SSC,Annual,D.G.KHAN,Science,2017,412023,869,1100,FSc,Annual,D.G.KHAN,Pre-Medical,,138,200,,43,50,,164,200,,157,200,,44,50,,171,200,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462047,146,Pharm-D,Application Fee Received,67.745,1,1,OPEN,NA,NA,male,1/1/2001,Islam,O-,Pakistani,No,0,Punjab,8000,Farmer ,shehr sultan ,father,Yes,No,No,No,No,No,No,No,No,No,No,Yes,0,NAT,46,120543,100,MCAT,45,311685,1100,2047146,0,1/15/2018,,1/19/2018 7:24,2015,129474,792,1100,Matric/SSC,Annual,BISE DG KHAN ,Science,2017,410219,810,1100,FSc,Annual,BISE DG KHAN ,Pre-Medical,,149,200,,142,200,,133,200,,46,50,,46,50,,139,200,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461703,146,Pharm-D,Application Fee Received,74.855,1,1,OPEN,NA,NA,male,11/20/1998,Islam,A+,PAKISTANI,No,0,Punjab,8000,TEACHER ( PRIVATE),JATOI,BROTHER,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,47,F1750-120033,100,,0,,0,1703146,0,1/7/2018,,,2014,231416,878,1100,Matric/SSC,Annual,BISE DG KHAN ,Science,2017,472978,905,1100,FSc,Annual,BISE DG KHAN ,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462158,146,Pharm-D,Application Fee Received,80,1,1,OPEN,NA,NA,male,5/1/2000,Islam,B+,Pakistan,No,0,Punjab,30000,Govt. Teacher,Chowk Sarwar Shaheed,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,56,120103,100,,0,,0,2158146,0,1/16/2018,,,2015,127089,958,1100,Matric/SSC,Annual,BISE DG KHAN,Science,2017,410020,951,1100,FSc,Annual,BISE DG KHAN,Pre-Medical,,161,200,,186,200,,190,200,,48,50,,174,200,,43,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462257,146,Pharm-D,Application Fee Received,65.382,0,1,OPEN,NA,NA,male,12/4/2000,Islam,A+,Pakistani,No,0,Punjab,12000,FARMER,KOT ADDU,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,,56,,0,MCAT,56,903858,1100,2257146,0,1/17/2018,,,2015,130248,903,1100,Matric/SSC,Annual,BISE Dera Ghazi Khan,Science,2017,411022,904,1100,FSc,Annual,BISE DERA GHAZI KHAN,Pre-Medical,,158,200,,158,200,,177,200,,43,50,,168,200,,47,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462492,146,Pharm-D,Challan Printed,75.8,1,1,OPEN,NA,NA,male,10/6/1999,Islam,O+,Pakistani,No,0,Punjab,15000,Farmer,Sinawan,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,59,a1850120041,100,MCAT,59,309268,1100,2492146,0,1/22/2018,,1/22/2018 11:12,2014,221986,811,1100,Matric/SSC,Annual,Bise Dg Khan,Science,2017,473429,885,1100,FSc,Annual,Bise Dg Khan,Pre-Medical,,160,200,,169,200,,144,200,,41,50,,173,200,,45,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461404,146,Pharm-D,Application Fee Received,60.073,0,1,OPEN,NA,NA,male,6/2/2000,Islam,B+,Pakistani,No,0,Punjab,40000,Govt Job,Kot Addu,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,,36,,0,MCAT,36,308868,1100,1404146,0,12/25/2017,,12/26/2017 7:18,2015,133257,928,1100,Matric/SSC,Annual,BISE DG Khan,Science,2017,410634,831,1100,FSc,Annual,BISE DG Khan,Pre-Medical,,143,200,,149,200,,146,200,,167,200,,42,50,,44,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461500,146,Pharm-D,Challan Printed,67.345,0,1,OPEN,NA,NA,female,12/25/1997,Islam,O+,Pakistani,No,0,Punjab,15000,Labour,Chowk sarwar shaheed,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,,65,,0,MCAT,65,8893,1100,1500146,0,12/31/2017,,,2013,206819,969,1050,Matric/SSC,Annual,Bise D.G Khan board,Science,2016,411868,936,1100,FSc,Annual,Bise D.G Khan board,Pre-Medical,,175,200,,172,200,,168,200,,169,200,,47,50,,47,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461855,146,Pharm-D,Application Fee Received,81.582,1,1,OPEN,NA,NA,male,7/8/1996,Islam,B+,Pakistan,No,0,Punjab,80,Teacher,Multan,Father/Son,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,89,120251,100,MCAT,89,307327,1100,1855146,0,1/11/2018,,1/12/2018 6:05,2013,160459,816,1050,Matric/SSC,Annual,BISE Multan,Science,2016,710212,942,1100,FSc,Annual,BISE Multan,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462145,146,Pharm-D,Application Fee Received,80.455,1,1,OPEN,NA,NA,female,8/4/2000,Islam,A+,Pakistani,No,0,Punjab,35000,Business,Kot addu,Father ,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,59,120098,100,,0,,0,2145146,0,1/16/2018,,,2014,206229,853,1100,Matric/SSC,Annual,Bise dg khan ,Science,2017,471641,949,1100,FSc,Annual,Bise dg khan ,Pre-Medical,,169,200,,177,200,,175,200,,169,200,,45,50,,46,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462214,146,Pharm-D,Challan Printed,67.836,1,1,OPEN,NA,NA,male,2/4/1998,Islam,A+,Pakistani,No,0,Punjab,50000,Doctor,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,55,120236,100,MCAT,55,103763,1100,2214146,0,1/17/2018,,,2013,232777,891,1050,Matric/SSC,Annual,BISE BAHAWALPUR,Science,2016,631046,830,1100,FSc,Annual,BISE BAHAWALPUR,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461608,146,Pharm-D,Challan Printed,65.018,0,1,OPEN,NA,NA,male,8/10/1999,Islam,AB+,pakistan,No,0,Punjab,30000,worker,Qasba Gujrat,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,,64,,0,MCAT,64,14566,1100,1608146,0,1/3/2018,,0000-00-00 00:00:00,2014,220728,880,1100,Matric/SSC,Annual,DGKhan,Science,2017,472949,899,1100,FSc,Annual,DG khan,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461390,146,Pharm-D,Application Fee Received,80.709,1,1,OPEN,NA,NA,female,9/1/1998,Islam,,Pakistani,No,0,Punjab,40000,Government Employee,Muzaffar Garh,Father,No,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,80,120231,100,MCAT,80,303927,1100,1390146,0,12/23/2017,,1/16/2018 12:15,2014,208078,902,1100,Matric/SSC,Annual,BISE D.G Khan,Science,2017,471697,925,1100,FSc,Annual,BISE D.G Khan,Pre-Medical,,171,200,,164,200,,179,200,,46,50,,161,200,,46,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461892,146,Pharm-D,Application Fee Received,67.709,0,1,OPEN,NA,NA,male,12/15/1998,Islam,B+,Pakistani,No,0,Punjab,5000,B.Rozgar,Gujrat,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,,61,,0,MCAT,61,903887,1100,1892146,0,1/11/2018,,1/11/2018 10:08,2014,220716,965,1100,Matric/SSC,Annual,BISE DG Khan,Science,2017,473291,936,1100,FSc,Annual,BISE DG KHAN,Pre-Medical,,170,200,,183,200,,165,200,,173,200,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462029,146,Pharm-D,Application Fee Received,81.255,1,1,OPEN,NA,NA,male,4/1/1998,Islam,,Pakistani,No,0,Punjab,15000,Farmer,Kot Adu,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,81,120038,100,MCAT,81,307052,1100,2029146,0,1/14/2018,,1/16/2018 9:57,2013,224294,967,1050,Matric/SSC,Annual,BISE D.G KHAN,Science,2017,473339,949,1100,FSc,Annual,BISE D.G KHAN,Pre-Medical,,176,200,,167,200,,176,200,,46,50,,176,200,,47,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462385,146,Pharm-D,Application Fee Received,80.818,1,1,OPEN,NA,NA,female,4/19/2000,Islam,O+,pakistani,No,1,Punjab,15000,Photo State Machine Operator,Qasba Gujrat,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,63,120521,100,,0,,0,2385146,0,1/19/2018,,1/22/2018 7:31,2015,124473,952,1100,Matric/SSC,Annual,Dg Khan,Science,2017,404615,923,1100,FSc,Annual,Dg Khan,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462183,146,Pharm-D,Application Fee Received,76.455,1,1,OPEN,NA,NA,female,2/11/1999,Islam,B+,pakistani,No,0,Punjab,14500,labour,basira,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,47,120180,100,,0,,0,2183146,0,1/16/2018,,1/17/2018 10:36,2014,207070,856,1100,Matric/SSC,Annual,BISE D.G KHAN,Science,2017,471771,927,1100,FSc,Annual,BISE D.G KHAN,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461439,146,Pharm-D,Challan Printed,68,0,1,OPEN,NA,NA,male,10/12/1998,Islam,,Pakistani,No,0,Punjab,16000,private servant,Muzaffargarh,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,,77,,0,MCAT,77,609720,1100,1439146,0,12/26/2017,,,2012,221513,969,1050,Matric/SSC,Annual,Bise DG Khan,Science,2015,411972,950,1100,FSc,Annual,Bise DG khan,Pre-Medical,,169,200,,179,200,,180,200,,44,50,,179,200,,46,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462105,146,Pharm-D,Challan Printed,63.545,1,1,OPEN,NA,NA,female,11/16/2000,Islam,B+,Pakistani,No,0,Punjab,50000,Govt. Servent,Muzaffargarh,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,49,120330,100,,0,,0,2105146,0,1/15/2018,,,2015,136049,921,1100,Matric/SSC,Annual,BISE DGKHAN,Science,2017,405045,744,1100,FSc,Annual,BISE DGKHAN,Pre-Medical,,156,200,,126,200,,128,200,,130,200,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461613,146,Pharm-D,Application Fee Received,78.527,1,1,OPEN,NA,NA,female,2/2/2000,Islam,,Pakistani,No,0,Punjab,0,Govt. Employee,Muzaffargarh,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,68,L1750-120009,100,MCAT,68,300395,1100,1613146,0,1/3/2018,,1/4/2018 2:32,2015,135512,903,1100,Matric/SSC,Annual,BISE D.G. Khan,Science,2017,404682,928,1100,FSc,Annual,BISE D.G. Khan,Pre-Medical,,182,200,,151,200,,175,200,,170,200,,46,50,,44,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462161,146,Pharm-D,Application Fee Received,79.782,1,1,OPEN,NA,NA,male,3/11/2000,Islam,AB+,PAKISTAN,No,0,Punjab,10000,LABOURER,ROHILAWNALI MGARH,FATHER,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,52,120596,100,,0,,0,2161146,0,1/16/2018,,1/16/2018 10:45,2015,124195,899,1100,Matric/SSC,Annual,BISE DG KHAN,Science,2017,411270,959,1100,FSc,Annual,BISE DG KHAN,Pre-Medical,,169,200,,176,200,,176,200,,173,200,,45,50,,44,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461899,146,Pharm-D,Application Fee Received,77.164,1,1,OPEN,NA,NA,female,7/31/1999,Islam,O+,Pakistani,No,0,Punjab,15000,Farmer,Rangpur,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,49,120522,100,MCAT,49,304067,1100,1899146,0,1/11/2018,,,2015,138965,952,1100,Matric/SSC,Annual,D.g khan,Science,2017,403556,945,1100,FSc,Annual,D.g khan,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462274,146,Pharm-D,Application Fee Received,81.291,1,1,OPEN,NA,NA,female,12/25/1997,Islam,AB+,PAKISTAN,No,0,Punjab,10000,LABOURER,ROHILANWALI,FATHER,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,61,120612,100,,0,,0,2274146,0,1/18/2018,,1/18/2018 8:00,2014,208668,941,1100,Matric/SSC,Annual,BISE DG KHAN,Science,2017,471798,955,1100,FSc,Annual,BISE DG KHAN,Pre-Medical,,161,200,,179,200,,174,200,,180,200,,47,50,,45,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462125,146,Pharm-D,Application Fee Received,80.982,1,1,OPEN,NA,NA,male,8/2/1999,Islam,A+,Pakistani,No,0,Punjab,15000,Clerk,Muzaffargarh,Brother,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,70,120366,100,MCAT,70,310686,1100,2125146,0,1/16/2018,,1/16/2018 6:54,2014,226073,904,1100,Matric/SSC,Annual,D G Khan,Science,2017,473365,959,1100,FSc,Annual,D G Khan,Pre-Medical,,178,200,,46,50,,181,200,,46,50,,175,200,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462447,146,Pharm-D,Challan Printed,76.727,1,1,OPEN,NA,NA,male,1/1/1999,Islam,O+,Pakistani,No,0,Punjab,50000,sub -engineer,Muzaffargarh,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,60,A1839-120007,100,MCAT,52,308181,1100,2447146,0,1/21/2018,,1/22/2018 12:03,2014,224443,701,1100,Matric/SSC,Annual,BISE D.G.KHAN,Science,2017,473400,895,1100,FSc,Annual,BISE D.G.Khan,Pre-Medical,,191,200,,139,200,,183,200,,43,50,,132,200,,45,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462198,146,Pharm-D,Application Fee Received,79.873,1,1,OPEN,NA,NA,female,11/13/1998,Islam,B+,Pakistani,No,0,Punjab,8000,Labourer,"Rohillanwali ,M.garh",Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,80,120587,100,MCAT,80,302741,1100,2198146,0,1/17/2018,,1/18/2018 12:20,2014,208493,892,1100,Matric/SSC,Annual,BISE D.G KHAN ,Science,2017,471795,930,1100,FSc,Annual,BISE D.G KHAN,Pre-Medical,,166,200,,180,200,,177,200,,153,200,,44,50,,44,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462522,146,Pharm-D,Challan Printed,82.727,1,1,OPEN,NA,NA,male,4/1/1999,Islam,AB+,PAKISTAN,No,0,Punjab,10000,LABOURER,ROHILANWALI,FATHER,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,70,A1850-120040,100,,0,,0,2522146,0,1/22/2018,,1/22/2018 11:57,2014,225143,710,1100,Matric/SSC,Annual,BISE DG KHAN,Science,2017,473242,950,1100,FSc,Annual,BISE DG KHAN,Pre-Medical,,175,200,,177,200,,171,200,,185,200,,47,50,,45,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462211,146,Pharm-D,Application Fee Received,78.8,1,1,OPEN,NA,NA,male,8/6/1998,Islam,,PAKISTANI,No,0,Punjab,24000,VACCINATOR,RANG PUR,FATHER,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,50,120565,100,,0,,0,2211146,0,1/17/2018,,,2014,237029,968,1100,Matric/SSC,Annual,DG KHAN,Science,2017,472909,951,1100,FSc,Annual,DG KHAN,Pre-Medical,,177,200,,173,200,,182,200,,0,0,,177,200,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462176,146,Pharm-D,Challan Printed,78.964,1,1,OPEN,NA,NA,male,4/1/1999,Islam,A+,Pakistani ,No,0,Punjab,20000,Farmer ,Rohilanwali ,Father ,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,64,120692,100,MCAT,64,307227,1100,2176146,0,1/16/2018,,,2014,229250,843,1100,Matric/SSC,Annual,BISE DG Khan ,Science,2017,473341,956,1100,FSc,Annual,BISE DG Khan ,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462186,146,Pharm-D,Application Fee Received,82.618,1,1,OPEN,NA,NA,male,3/3/1998,Islam,,Pakistani,No,0,Punjab,30000,TEACHER,MUZAFFARGARH,BROTHER,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,68,120100,100,,0,,0,2186146,0,1/16/2018,,1/19/2018 8:20,2014,224751,843,1100,Matric/SSC,Annual,Bise dera ghazi khan,Science,2017,472903,954,1100,FSc,Annual,Bise dera ghazi khan,Pre-Medical,,171,200,,173,200,,182,200,,174,200,,46,50,,47,50,0,,0,0,,,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462336,146,Pharm-D,Application Fee Received,77.236,1,1,OPEN,NA,NA,male,3/5/1999,Islam,AB+,PAKISTANI,No,0,Punjab,20000,GOVT SERVENT ,MUZAFFARGARH,FATHER ,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,44,120665,100,,0,,0,2336146,0,1/19/2018,,1/19/2018 6:22,2014,222801,954,1100,Matric/SSC,Annual,BISE DG KHAN,Science,2017,472992,946,1100,FSc,Annual,BISE DG KHAN,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462209,146,Pharm-D,Application Fee Received,79.891,1,1,OPEN,NA,NA,male,7/17/2000,Islam,A+,Pakistani,No,0,Punjab,15000,Farmer,Haji Pur,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,54,120395,100,,0,,0,2209146,0,1/17/2018,,1/17/2018 9:31,2014,228498,882,1100,Matric/SSC,Annual,BISE DG KHAN,Science,2017,473447,955,1100,FSc,Annual,BISE DG KHAN,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462258,146,Pharm-D,Application Fee Received,70.945,1,1,OPEN,NA,NA,female,4/28/1999,Islam,,Pakistani,No,0,Punjab,12,Labourer,Jampur,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,50,120482,100,,0,,0,2258146,0,1/17/2018,,1/19/2018 8:03,2013,212360,876,1050,Matric/SSC,Annual,Dera Ghazi Khan Board,Science,2015,404774,853,1100,FSc,Annual,Dera Ghazi Khan board,Pre-Medical,,162,200,,151,200,,156,200,,157,200,,45,50,,46,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461401,146,Pharm-D,Challan Printed,68.291,0,1,OPEN,NA,NA,male,6/2/1998,Islam,A+,Pakistan,No,0,Punjab,20000,Shopkeeper,Dajal,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,,85,,0,MCAT,85,307050,1100,1401146,0,12/25/2017,,,2013,231972,896,1050,Matric/SSC,Annual,BISE DGK,Science,2016,413710,949,1100,FSc,Annual,BISE DGK,Pre-Medical,,190,200,,189,200,,191,200,,143,200,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462470,146,Pharm-D,Application Fee Received,80.182,1,1,OPEN,NA,NA,male,3/12/1999,Islam,B+,PAKISTANI,No,0,Punjab,20000,FARMAR,JAMPUR,FATHER,No,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,62,L1750-120027,100,,0,,0,2470146,0,1/22/2018,,1/22/2018 7:14,2015,146345,909,1100,Matric/SSC,Annual,BISE DERA GHAZI KHAN,Science,2017,412459,937,1100,FSc,Annual,BISE DERA GHAZI KHAN,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461698,146,Pharm-D,Application Fee Received,76.545,1,1,OPEN,NA,NA,female,7/9/1998,Islam,O+,Pakistani,No,0,Punjab,15000,Farmer,Rajanpur,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,46,K1715-120003,100,,0,,0,1698146,0,1/6/2018,,,2014,210026,922,1100,Matric/SSC,Annual,BISE DG Khan,Science,2017,471888,931,1100,FSc,Annual,BISE DG Khan,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461420,146,Pharm-D,Challan Printed,82.982,1,1,Bahawalpur,NA,NA,male,10/1/1997,Islam,B+,Pakistani,No,0,Punjab,15000,Shopkeeper,Khan bela,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,86,I1715-120057,100,MCAT,86,14423,1100,1420146,0,12/26/2017,,,2014,276924,891,1100,Matric/SSC,Annual,BISE BAHAWALPUR,Science,2017,922201,926,1100,FSc,Annual,BISE BAHAWALPUR,Pre-Medical,,165,200,,170,200,,182,200,,166,200,,42,50,,47,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461494,146,Pharm-D,Challan Printed,57.018,0,1,OPEN,NA,NA,female,6/15/2001,Islam,A+,Pakistan,No,0,Punjab,40000,Govt.teacher,Fazil pur,Father,No,Yes,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,1494146,0,12/30/2017,,,2015,144006,714,1100,Matric/SSC,Annual,"Board of intermediate and secondary education,Dera Ghazi Khan",Science,2017,405942,789,1100,FSc,Annual,"Board of intermediate and secondary education,Dera Ghazi Khan",Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461515,146,Pharm-D,Application Received,76.636,1,1,OPEN,NA,NA,male,12/5/2000,Islam,B+,PAKISTANI,No,0,Punjab,90000,SEC. SCHOOL TEACHER,RAJANPUR,FATHER,No,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,65,H1750-120075,100,,0,,0,1515146,0,12/31/2017,,,2015,148637,883,1100,Matric/SSC,Annual,BISE DG KHAN,Science,2017,412726,880,1100,FSc,Annual,BISE DG KHAN,Pre-Medical,,189,200,,155,200,,144,200,,0,0,,157,200,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462484,146,Pharm-D,Application Fee Received,77.909,1,1,OPEN,NA,NA,male,7/25/1997,Islam,A+,PAKISTANI,Yes,0,Punjab,16000,RETIRED GOVT.SERVANT,Rajanpur,Father,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,0,NAT,59,A1850-120005,100,,0,,0,2484146,0,1/22/2018,,1/22/2018 9:48,2013,234163,782,1050,Matric/SSC,Annual,BISE DERA GHAZI KHAN,Science,2016,413835,899,1100,FSc,Annual,BISE DERA GHAZI KHAN,Pre-Medical,,177,200,,163,200,,160,200,,152,200,,45,50,,45,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
